CustomerId,CreditScore,Tenure
15812272,693,5
15654654,725,7
15697625,791,2
15616280,536,1
15654229,699,1
15628298,500,8
15733387,707,6
15775572,531,6
15613844,557,7
15578515,659,3
15607598,575,6
15742480,775,2
15749482,772,4
15607537,587,9
15575410,667,4
15684865,771,7
15600700,523,6
15774155,662,0
15634267,717,5
15619626,746,3
15660422,569,7
15617934,579,9
15760774,519,1
15813132,696,4
15593331,693,6
15616709,587,0
15658052,626,10
15721189,666,7
15711288,512,6
15770030,689,3
15803681,803,4
15702789,548,5
15814930,588,10
15658306,693,4
15699523,499,4
15610383,628,1
15615032,624,3
15781989,733,9
15647402,628,3
15740494,633,3
15701265,559,1
15743532,704,5
15794870,744,6
15747591,665,1
15726557,638,7
15732199,837,9
15662291,534,8
15749050,548,3
15781586,837,2
15617078,658,6
15723339,554,4
15671322,724,7
15793854,723,2
15756539,585,7
15612064,474,5
15625916,562,6
15683195,719,9
15690182,635,5
15721719,743,7
15641690,681,7
15634896,521,6
15671590,741,4
15779182,790,8
15778287,622,8
15609510,669,7
15742229,583,7
15658532,520,5
15590993,579,5
15565701,698,9
15597239,548,7
15688880,672,10
15813917,653,9
15679611,734,2
15636589,794,7
15687752,641,2
15584363,824,0
15737748,534,3
15803365,653,2
15793247,498,5
15572360,683,10
15795166,618,8
15724620,538,1
15800856,643,3
15671097,428,2
15683930,593,9
15749004,718,0
15800434,811,10
15709117,823,3
15638806,645,2
15662294,710,10
15690079,591,8
15759317,748,2
15750497,850,7
15596181,542,8
15576602,809,3
15644833,675,2
15734634,607,5
15808689,850,4
15720702,789,3
15665077,598,5
15763612,756,2
15596493,687,7
15704483,724,6
15598846,700,2
15629244,635,7
15765537,687,2
15729975,613,8
15682773,781,3
15688007,703,3
15574331,593,3
15645572,743,6
15742854,640,8
15575417,849,7
15796721,778,3
15734942,539,8
15664772,489,1
15576683,568,9
15682563,618,5
15650889,710,10
15612108,625,5
15761132,682,7
15645511,727,2
15609824,794,7
15640268,652,4
15645778,670,3
15691104,460,6
15714567,568,6
15777826,643,5
15668445,521,2
15576162,615,7
15778135,575,3
15613141,717,3
15635435,648,9
15596552,535,5
15623644,626,7
15683403,611,7
15615029,734,6
15769005,709,4
15746326,591,3
15722364,664,9
15704954,431,0
15694409,647,3
15754068,578,4
15683841,555,10
15789095,775,4
15719958,850,3
15689514,625,8
15621353,645,7
15627232,608,7
15745843,689,4
15722902,652,8
15791767,769,7
15792722,611,8
15723006,489,8
15771942,528,9
15774738,632,3
15574004,429,6
15587233,457,8
15808228,768,6
15682834,715,4
15571752,668,10
15743067,625,3
15714466,846,5
15617982,661,3
15696637,571,10
15690647,582,8
15672756,716,8
15704586,758,7
15674526,725,4
15775295,630,0
15684196,627,2
15727281,653,9
15787835,775,4
15730540,794,8
15646276,831,2
15582180,561,9
15697095,705,7
15748797,636,0
15754796,487,4
15628947,693,3
15775546,517,5
15670481,684,9
15619029,620,2
15613282,757,8
15721487,739,6
15797276,662,4
15612494,359,6
15629617,572,2
15600821,721,2
15579062,707,9
15814268,444,5
15710164,523,7
15693904,685,4
15588986,673,4
15797733,503,10
15620507,485,5
15685150,799,7
15667651,585,8
15774166,607,2
15649280,521,9
15705657,535,2
15753969,724,5
15742378,520,5
15794874,696,9
15589221,657,1
15596671,603,8
15583668,726,2
15710206,591,4
15799966,792,9
15794560,550,5
15626485,601,8
15703143,820,3
15809772,667,2
15687959,573,4
15585282,755,1
15714993,552,9
15596021,598,8
15646615,576,1
15742632,670,9
15574068,504,9
15806967,778,7
15796334,558,10
15688713,627,6
15796179,683,8
15598751,556,6
15703019,583,10
15646302,705,7
15680855,637,2
15697311,697,5
15585367,555,4
15726556,594,6
15676242,632,3
15684198,551,10
15774882,687,3
15714227,672,7
15608653,521,7
15784280,686,2
15789546,639,8
15590320,850,4
15678385,465,2
15571778,817,10
15657085,578,10
15640627,611,4
15566211,616,1
15669293,517,5
15595067,637,6
15753566,806,3
15650391,633,7
15681843,624,0
15814846,691,3
15670374,819,1
15762332,568,1
15700223,806,4
15729956,726,1
15594862,552,8
15598782,755,6
15745080,634,8
15703399,756,5
15732175,776,2
15630725,649,5
15640260,595,8
15716822,646,5
15583748,592,8
15605968,574,8
15790683,850,1
15607713,850,1
15700212,475,10
15626710,642,4
15716491,710,4
15625824,596,6
15617705,609,8
15761976,797,8
15634891,504,7
15744517,735,9
15686963,680,3
15808189,449,6
15580845,685,7
15799156,569,8
15694296,631,9
15677049,595,7
15583595,461,8
15590146,630,1
15801548,661,7
15660833,796,5
15762277,710,5
15791302,741,8
15798975,606,4
15599956,747,10
15577274,549,3
15701200,576,6
15638149,528,6
15786199,535,2
15701765,575,0
15586974,656,10
15729040,440,2
15788676,539,8
15602497,850,6
15701333,646,7
15812071,744,6
15634375,710,8
15738267,544,3
15786800,723,5
15591130,507,6
15720662,787,1
15751531,598,8
15653595,796,6
15568360,569,4
15781210,711,8
15668058,661,8
15597131,415,5
15697283,578,8
15640953,611,2
15715031,600,6
15589660,661,1
15769818,850,3
15782736,573,4
15614818,764,9
15794014,838,8
15732448,821,8
15723411,607,4
15797686,558,8
15605950,530,1
15812497,654,5
15690678,530,4
15747677,656,6
15618926,520,7
15673908,602,6
15727944,701,1
15807294,653,2
15618581,668,8
15584364,652,4
15599552,639,2
15749177,730,7
15718779,780,1
15568106,592,8
15779481,628,4
15709994,658,7
15772777,850,10
15706815,515,2
15618018,571,1
15671032,760,0
15634281,720,10
15766374,632,4
15600991,694,6
15777576,559,5
15742613,773,8
15649523,581,1
15651063,524,9
15683124,713,6
15618314,676,8
15670823,651,1
15607133,717,1
15615012,594,5
15725141,716,3
15623560,668,6
15693018,678,10
15636756,545,2
15647474,613,9
15576714,687,8
15585047,715,7
15743976,618,8
15793881,721,6
15576517,445,7
15631072,690,1
15730394,709,8
15631460,671,3
15692002,538,6
15595282,735,4
15789548,592,7
15758035,747,7
15617518,675,7
15651802,632,5
15631813,621,6
15729668,521,3
15741728,591,7
15576676,706,6
15711378,677,4
15765520,769,7
15656726,771,5
15647842,601,8
15719309,670,1
15748718,517,2
15594404,834,8
15751158,571,4
15593470,576,8
15695129,718,1
15640865,636,9
15714080,566,2
15648721,711,4
15801466,574,2
15750248,619,8
15758726,588,0
15781553,760,9
15649121,665,3
15674811,739,3
15646037,641,9
15722578,685,6
15665695,594,4
15801062,557,4
15662955,697,8
15770309,656,10
15657386,712,1
15777797,689,5
15783955,697,4
15804516,589,2
15681758,525,10
15630321,680,3
15588248,617,0
15591932,680,5
15810347,662,9
15595303,736,5
15634950,657,8
15685372,350,1
15745827,617,3
15755868,562,7
15735222,705,5
15604804,516,7
15718944,573,6
15678626,538,0
15571550,699,9
15723053,504,8
15661528,583,5
15754177,712,2
15683544,626,3
15708048,631,4
15701109,663,7
15600110,506,3
15651533,570,5
15777904,703,7
15655574,698,8
15569423,731,4
15718106,625,6
15585067,634,9
15675501,616,5
15633233,500,1
15667134,446,8
15659105,669,9
15575409,581,6
15752342,704,6
15654851,748,2
15741429,680,9
15682356,655,7
15806447,690,0
15800229,695,7
15663441,700,4
15791991,773,4
15775082,749,1
15579706,611,5
15718247,606,8
15755722,554,10
15582259,567,7
15716994,559,3
15586880,594,2
15713854,513,6
15780835,652,1
15675896,680,7
15658459,784,10
15658057,812,8
15801767,784,8
15569178,570,4
15731478,712,1
15811236,705,6
15746749,681,3
15662758,620,0
15709387,711,5
15572093,613,7
15713826,613,0
15570205,682,5
15589348,850,4
15804610,601,1
15700854,595,8
15758836,675,3
15772933,591,8
15809006,602,7
15689612,554,8
15744614,541,9
15704250,506,7
15700255,814,8
15669410,683,8
15807595,485,7
15664523,696,8
15642833,608,8
15605279,792,9
15713644,686,5
15750466,790,1
15739054,654,4
15612771,452,4
15788483,719,0
15732832,707,5
15772892,699,2
15713843,850,2
15567993,828,8
15617603,850,5
15744983,712,1
15630419,634,9
15738828,730,6
15778025,685,9
15799479,809,9
15684269,707,3
15762745,648,8
15746970,760,1
15725024,805,3
15592116,585,7
15624391,595,5
15567422,630,6
15612627,627,5
15574879,631,2
15745107,776,5
15734491,676,4
15675320,758,5
15643824,637,0
15643438,850,7
15721730,601,4
15680727,735,5
15752508,614,7
15808846,672,3
15727251,642,8
15663489,633,0
15683677,769,9
15596414,796,8
15730639,715,7
15672132,695,7
15742638,747,4
15578603,584,1
15726088,476,6
15682533,850,7
