CustomerId,CreditScore,NumOfProducts,HasCrCard,IsActiveMember,Exited
15609618,721,2,0,1,1
15675522,628,2,1,1,0
15705512,668,1,1,0,0
15698028,506,2,1,0,0
15661670,524,1,1,0,1
15600781,699,2,1,0,0
15682472,828,2,0,0,0
15580203,674,1,0,0,0
15690673,656,2,1,0,0
15760085,684,1,1,1,0
15779659,625,1,0,0,0
15627360,432,1,1,0,1
15671137,549,1,0,1,1
15782688,625,1,1,0,1
15575492,828,2,1,0,0
15591607,770,1,1,0,0
15740404,758,2,1,1,0
15718369,795,1,1,1,0
15677871,687,1,1,1,0
15642004,686,2,0,1,0
15712543,789,2,1,1,0
15584518,589,2,1,1,0
15802381,461,1,0,1,0
15610156,637,1,0,1,0
15594408,584,1,1,0,1
15640905,579,2,0,1,1
15698932,756,1,1,0,0
15724944,663,2,1,1,0
15628145,682,1,1,1,0
15713483,793,1,1,0,1
15612350,691,1,1,0,1
15800703,485,1,1,1,0
15705707,635,2,1,0,0
15754105,650,1,0,0,0
15703264,735,1,1,0,0
15794413,416,2,0,1,0
15650237,754,2,1,0,0
15759618,535,1,1,0,1
15811589,716,2,1,0,0
15689044,539,1,1,0,0
15709368,614,2,1,1,0
15679145,706,1,1,0,1
15655007,758,2,0,0,0
15623595,586,2,1,1,0
15589975,646,1,0,1,0
15804017,631,1,0,0,0
15692132,717,1,0,1,0
15641122,684,2,1,0,0
15630910,800,1,0,0,0
15680772,721,2,1,1,0
15658929,683,1,1,0,1
15585388,660,2,1,1,0
15724623,704,1,1,0,1
15588537,615,1,1,0,0
15574692,667,2,1,0,1
15611325,682,2,0,0,0
15587562,484,1,1,0,0
15613172,628,2,1,0,0
15651022,480,1,1,0,1
15586310,578,1,1,0,0
15625524,512,2,1,1,0
15755209,484,1,1,1,0
15645248,510,2,1,1,0
15790355,606,2,0,0,0
15762615,597,1,0,1,0
15625426,754,1,1,0,1
15716334,850,1,1,1,0
15789669,510,2,1,1,0
15621075,778,2,1,0,0
15810845,636,2,1,1,0
15719377,804,1,1,1,1
15654506,514,2,1,0,0
15771977,730,1,1,0,0
15708710,525,1,0,1,0
15726676,616,2,0,1,0
15587421,687,2,1,0,0
15726931,715,2,0,0,1
15771086,512,2,1,0,0
15756850,479,2,0,0,0
15702741,601,1,1,0,0
15679200,580,2,1,0,0
15594815,807,1,1,1,0
15635905,616,2,1,1,0
15777892,721,1,1,1,0
15656176,501,2,1,1,0
15811127,521,1,1,0,0
15604482,850,1,1,1,0
15622911,759,1,0,1,0
15600974,516,1,0,1,1
15727868,711,2,1,1,1
15627801,512,1,1,0,0
15773039,550,1,1,1,0
15755262,608,1,0,0,1
15679531,618,1,1,1,0
15684181,643,1,1,0,1
15612087,671,1,0,1,0
15752047,689,2,1,0,0
15624592,603,2,1,1,0
15573152,620,2,0,0,0
15594917,676,1,1,1,0
15785542,572,2,0,0,0
15723488,668,1,0,1,1
15680920,695,1,1,0,0
15786308,730,2,0,0,0
15659366,807,2,1,0,1
15774854,592,1,1,1,1
15725311,726,2,1,1,0
15787155,514,1,0,1,0
15727829,567,2,1,1,0
15733247,850,1,1,0,1
15568748,671,1,1,1,1
15699029,670,2,1,0,0
15774393,694,2,1,1,0
15676895,547,3,1,1,1
15637753,751,1,1,0,1
15605461,594,1,1,0,0
15808473,673,2,0,1,0
15627000,610,2,1,0,0
15787174,512,2,0,1,0
15723886,767,2,0,1,0
15704769,585,2,0,1,0
15772896,763,1,1,0,1
15711540,712,1,1,1,0
15764866,539,3,1,0,1
15794056,668,3,1,0,1
15795149,703,2,0,1,0
15812009,662,2,1,0,0
15651001,725,1,1,0,0
15813844,703,2,0,1,0
15596175,659,1,1,1,1
15576269,523,2,1,0,0
15797219,635,1,1,0,1
15685500,772,2,1,0,0
15599792,545,2,1,1,0
15657566,634,1,1,1,0
15772423,739,1,1,0,1
15628112,771,1,0,0,0
15753754,587,2,1,1,0
15793726,681,2,0,1,0
15694717,544,1,1,1,0
15665834,696,1,0,0,0
15765297,766,2,0,1,0
15636684,727,2,1,1,0
15592979,671,2,0,0,0
15750803,693,1,1,1,0
15607178,850,1,1,1,0
15713853,732,2,1,1,0
15673481,726,1,1,0,0
15686776,557,2,1,0,0
15673693,682,1,0,1,0
15700696,738,1,1,1,0
15813163,531,1,1,0,0
15653857,498,2,1,1,0
15777076,651,2,1,0,0
15717398,549,1,0,0,1
15799217,791,1,1,0,0
15787071,650,2,0,1,0
15619955,733,3,1,0,1
15796505,811,2,1,1,0
15725166,707,2,1,0,0
15800116,712,1,0,1,0
15758685,706,2,1,1,0
15694456,756,1,1,1,1
15767339,777,2,1,0,0
15683562,646,1,0,1,0
15782210,714,1,1,0,1
15668893,782,2,1,1,0
15669169,775,2,1,1,0
15643024,479,1,1,1,1
15699389,807,1,1,1,0
15708608,799,2,0,1,0
15626144,675,2,1,0,0
15573112,602,1,1,0,0
15790678,475,1,1,0,0
15727556,744,1,1,1,0
15697307,588,2,1,0,0
15652266,703,1,0,1,0
15607098,747,2,1,0,0
15655774,583,2,1,0,0
15590241,750,1,0,0,1
15785819,681,2,1,1,0
15723654,773,1,1,0,0
15774510,714,1,1,1,0
15684173,687,3,1,0,1
15650068,511,1,1,1,0
15811490,627,2,1,1,0
15803976,694,2,1,0,0
15682541,616,1,0,0,0
15695699,687,2,1,0,0
15624188,712,2,1,1,0
15812191,553,1,0,0,0
15636673,667,1,1,1,0
15594898,731,1,1,1,1
15660211,629,2,1,0,0
15773972,614,1,1,0,1
15746726,438,1,1,0,0
15712287,652,2,1,1,0
15702919,729,1,1,0,0
15674398,642,2,0,0,0
15797960,806,1,1,0,0
15631868,744,1,1,1,0
15581539,474,2,0,0,0
15662736,559,1,1,0,1
15666252,706,2,1,1,0
15677512,628,1,1,0,0
15626114,429,1,1,0,0
15810834,525,1,1,1,0
15678910,680,1,1,1,0
15694408,749,1,1,0,1
15585215,763,2,0,0,0
15682757,734,2,1,0,0
15736601,716,1,1,0,0
15601848,594,2,1,0,0
15736008,644,1,1,0,1
15669064,671,1,1,1,0
15624528,664,2,1,1,0
15598493,656,2,0,1,0
15601274,667,1,1,0,0
15702669,663,2,0,1,0
15728669,584,1,1,0,1
15742668,626,1,1,0,0
15697441,485,1,1,0,1
15740476,659,2,0,1,0
15648064,649,2,1,0,0
15636624,805,1,1,0,1
15807923,716,1,1,0,1
15745844,642,2,0,1,1
15786170,659,1,0,0,0
15681081,545,2,1,1,0
15684484,543,2,0,0,0
15785869,718,2,1,0,0
15763859,840,2,1,0,0
15658935,630,2,1,0,0
15747358,643,1,1,1,0
15735203,654,1,1,1,0
15576256,582,2,1,1,0
15659420,659,2,1,1,0
15593365,762,1,1,1,0
15777352,568,1,1,0,0
15812007,670,2,1,1,0
15625461,613,2,1,1,0
15739438,539,2,1,0,0
15611759,850,2,1,1,0
15661629,522,1,1,0,1
15633950,737,1,1,1,0
15592386,520,2,0,1,0
15803716,706,2,0,1,0
15696674,643,1,0,1,1
15706365,648,1,1,1,0
15745088,443,2,1,0,0
15676715,640,2,1,1,0
15613085,628,1,1,1,0
15633537,540,2,1,0,0
15594720,460,2,1,1,0
15684042,636,2,0,1,0
15583303,593,1,1,0,0
15611579,801,1,1,1,0
15774696,640,2,0,1,0
15694506,611,2,1,1,0
15688074,802,1,1,1,0
15759537,717,2,1,1,0
15758449,769,1,0,1,0
15583456,745,3,1,1,1
15667871,572,1,1,0,0
15677371,629,1,1,0,0
15629677,687,3,0,0,1
15713578,483,2,1,1,0
15591509,690,2,1,0,0
15568240,492,2,0,1,0
15622993,709,2,1,0,0
15689294,705,1,1,0,0
15720910,560,1,1,1,0
15721181,611,2,1,0,0
15776433,730,2,1,1,0
15748936,709,2,0,1,0
15717225,544,2,1,0,0
15685226,712,1,1,1,0
15785611,752,1,1,1,0
15573456,648,2,1,0,1
15684548,556,2,0,0,1
15620505,594,1,1,1,0
15807432,645,2,0,1,0
15584766,557,1,1,1,0
15612187,547,1,1,0,0
15762218,701,2,0,1,0
15646372,616,1,1,0,1
15690452,605,1,1,0,0
15747795,593,1,1,1,0
15781589,751,2,0,1,0
15732674,443,2,0,1,0
15642291,685,2,1,1,0
15692761,718,1,1,0,0
15578045,538,1,0,0,1
15745354,611,2,1,0,0
15701376,668,2,1,1,0
15691625,537,1,1,0,0
15566594,709,2,0,0,0
15760431,850,2,1,1,0
15686302,745,1,1,1,0
15801559,693,3,1,1,1
15810432,795,2,1,0,0
15809616,626,2,0,0,0
15720559,487,1,0,0,1
15695632,556,1,1,1,0
15659843,643,2,0,0,0
15615624,605,2,0,0,0
15810418,756,1,1,0,1
15716186,586,2,1,0,0
15674551,535,1,1,0,1
15622834,678,1,1,0,0
15566111,596,1,1,0,0
15784597,648,1,1,0,0
15652883,492,2,1,0,0
15806964,702,1,1,1,0
15576313,486,1,1,0,0
15806467,568,1,0,0,1
15597602,619,1,1,1,1
15743040,724,2,0,1,0
15705521,548,1,1,0,0
15595039,545,1,1,0,1
15799384,683,1,0,0,0
15581197,762,1,0,1,0
15693737,627,2,1,0,0
15624623,516,2,0,0,0
15783501,800,2,1,0,0
15690134,464,1,1,1,0
15782735,626,1,0,0,0
15611088,790,2,1,0,0
15672145,534,2,1,1,0
15732628,745,1,1,1,0
15787470,553,1,0,0,1
15803406,748,1,0,1,0
15730460,722,1,0,0,0
15644572,501,1,1,1,0
15694860,675,1,0,0,1
15658169,778,2,1,0,0
15794396,494,1,1,0,0
15785798,850,2,0,1,0
15710825,592,1,0,0,0
15668444,590,1,1,0,0
15726631,758,1,0,1,0
15733797,506,2,1,0,0
15747960,733,1,1,1,0
15634632,711,2,1,0,0
15707362,514,1,0,1,1
15662976,637,1,1,1,0
15732778,468,2,1,1,0
15718443,539,2,1,0,0
15670039,509,2,1,0,0
15773792,662,1,1,1,1
15613786,818,2,1,1,0
15726032,608,1,1,0,0
15663252,850,2,1,1,0
15593782,816,3,1,0,1
15633283,536,2,1,0,0
15749167,753,2,1,1,0
15759298,631,1,1,1,0
15683625,703,1,1,0,1
15635367,774,1,1,0,0
15681705,785,2,1,0,0
15603156,571,2,1,0,0
15591986,621,1,0,0,1
15798888,605,1,1,1,0
15809722,611,2,1,0,0
15677538,569,1,1,1,0
15797736,658,1,1,1,0
15695585,788,1,0,1,0
15744398,525,2,1,0,0
15750658,798,3,0,0,0
15578186,486,2,1,0,0
15676519,615,2,1,0,1
15637954,730,1,1,1,0
15758639,641,2,1,0,0
15613772,542,1,1,1,1
15731744,692,2,0,1,0
15807709,714,1,1,1,0
15714689,591,1,1,1,0
15699005,710,1,1,1,0
15624170,639,2,0,1,0
15725679,531,1,0,0,1
15585865,673,2,0,0,1
15804256,765,2,1,1,0
15662403,622,2,1,0,0
15733616,806,1,1,1,0
15591995,757,2,1,1,0
15677020,570,1,0,1,1
15727688,555,2,1,1,0
15715941,692,2,1,1,0
15714485,774,1,1,0,1
15730059,638,2,1,1,0
15715527,543,1,0,0,0
15576623,584,2,1,0,0
15805565,691,1,1,0,0
15677307,684,1,1,0,0
15773890,733,2,1,1,0
15598883,599,2,1,1,0
15568506,524,2,1,1,0
15761043,632,2,1,0,0
15782236,735,2,0,0,0
15593601,734,1,1,1,0
15682048,605,1,1,1,1
15746902,793,2,1,0,0
15752081,468,3,0,1,1
15781307,779,2,1,0,0
15775912,698,2,0,1,1
15745417,707,1,0,1,0
15671256,850,1,1,0,1
15653547,850,1,1,1,0
15595766,527,2,1,1,0
15742358,696,1,1,1,0
15763274,661,1,0,0,0
15786063,776,2,1,1,0
15600258,701,2,1,1,0
15573318,610,2,1,0,0
15653849,572,1,1,0,1
15694272,673,1,1,1,0
15736112,519,2,1,1,0
15749851,702,1,0,1,0
15663478,729,1,1,1,0
15592300,543,1,1,0,0
15567832,550,1,1,0,0
15776780,608,1,1,0,1
15592846,639,2,1,0,0
15739803,686,2,1,0,0
15794142,564,3,0,1,1
15762729,745,1,1,0,1
15667896,833,2,1,1,0
15626578,622,2,1,1,0
15776223,597,1,1,1,0
15705953,721,1,1,0,1
15802593,504,3,0,1,1
15615457,842,2,1,0,0
15708916,587,2,1,0,0
15720187,479,2,1,0,0
15595440,508,2,1,1,0
15600651,749,3,1,1,0
15750141,721,2,1,0,0
15657284,674,1,1,1,1
15763063,685,1,1,0,0
15709324,417,2,1,0,0
15711309,574,1,1,0,0
15775318,590,3,0,1,1
15705515,587,2,1,0,0
15634844,598,1,1,0,1
15717046,741,2,1,1,0
15571816,850,1,1,1,0
15670080,584,1,0,1,0
15800440,650,1,0,1,0
15665678,607,1,1,1,0
15665956,509,1,1,0,1
15788126,689,1,1,1,0
15811773,543,2,1,1,0
15651674,438,1,0,0,1
15689614,687,1,1,1,0
15795564,737,2,1,1,0
15706647,761,3,1,1,0
15728505,601,2,1,1,0
15730076,651,1,1,0,1
15622003,745,2,1,0,0
15607312,648,2,1,1,1
15644753,848,1,1,1,0
15653620,546,2,1,1,0
15761986,439,1,1,0,0
15633922,755,2,0,1,0
15734674,593,1,1,0,0
15658032,701,2,1,1,0
15692671,701,2,1,0,0
15737741,607,2,0,1,1
15576352,586,2,0,1,0
15753719,547,1,1,0,0
15803689,647,2,0,0,1
15718057,760,1,0,0,1
15722010,621,1,1,0,1
15680998,725,1,1,1,0
15614782,526,1,1,0,0
15591047,519,2,0,0,1
15788291,713,1,1,1,1
15604044,700,1,1,0,0
15679587,666,1,1,1,0
15775153,630,1,0,0,0
15603925,779,2,0,1,0
15680970,611,1,1,0,0
15697183,685,2,1,0,0
15567446,646,1,1,1,0
15637476,683,1,0,0,1
15714939,484,1,0,1,0
15683503,601,3,0,1,1
15645569,762,2,1,1,0
15782569,687,1,0,1,0
15592387,566,1,1,0,1
15609286,702,1,1,1,0
15814035,601,1,1,1,0
15661249,699,2,0,1,0
15629117,584,2,1,0,0
15607170,699,2,1,1,0
15586585,698,1,1,0,0
15686611,495,1,0,0,0
15603203,650,2,1,0,0
15619857,605,1,1,1,0
15805062,667,1,1,1,0
15660271,688,1,1,1,0
15745295,727,1,1,0,1
15719352,754,2,1,0,0
15766575,612,1,1,0,1
15594594,546,1,1,1,0
15646161,673,2,1,1,0
15682585,593,1,1,0,0
15603134,656,1,0,1,0
15636444,535,2,1,1,0
15773456,678,2,0,1,0
15745307,477,1,0,1,0
15604119,850,1,0,0,0
15626900,427,1,1,1,0
15605447,752,1,1,0,0
15589030,649,2,1,1,0
15692463,799,1,1,0,0
15712403,589,1,1,0,1
15811762,583,1,1,0,1
15718673,839,1,1,0,0
15724282,540,2,1,1,0
15738181,850,2,0,0,1
15633648,696,2,1,0,0
15603323,660,2,0,0,0
15583725,682,1,0,1,0
15588350,744,1,0,1,0
15798398,785,1,0,0,0
15784844,752,1,1,0,1
15580684,706,1,1,0,0
15809663,583,1,1,1,0
15640078,660,1,1,0,1
15698786,819,1,1,0,1
15569807,673,1,1,0,1
15730830,752,2,1,1,0
15805112,578,1,1,0,0
15633064,438,2,1,0,0
15703119,652,2,1,1,0
15730447,629,2,1,1,0
15813850,720,1,1,1,0
15711889,668,1,1,0,0
15664610,459,1,1,1,1
15751710,729,2,1,1,0
15692926,498,1,1,1,0
15813741,549,1,0,1,0
15698474,601,2,1,1,0
15568595,544,1,1,1,0
15603065,751,2,1,0,0
15592937,632,1,1,1,0
15699637,694,1,1,1,0
15667215,678,2,1,1,0
15788659,695,2,1,1,0
15763218,661,2,0,1,0
15645772,661,2,1,1,0
15725511,559,1,0,1,0
15575024,503,2,1,1,0
15640825,695,1,1,1,0
15662397,640,1,1,1,0
15576368,624,2,0,0,0
15674991,667,2,0,1,0
15721024,642,1,0,0,0
15745621,640,2,1,1,0
15642394,529,2,1,1,0
15754605,563,2,1,1,0
15607040,593,2,1,0,0
15715142,739,1,0,1,1
15810978,788,2,1,1,0
15668886,684,2,1,0,0
15780804,482,1,0,1,0
15613880,591,1,0,1,0
15775238,651,1,0,1,0
15786905,749,2,0,0,0
15747867,583,1,0,0,0
15600337,661,1,0,0,1
15801277,715,2,1,1,0
15579334,769,1,1,0,1
15802741,625,1,1,0,1
15720649,641,1,1,0,0
15589493,716,2,1,0,0
15688251,767,2,1,0,0
15665238,745,1,0,0,0
15740900,589,2,1,1,0
15681068,796,1,1,1,0
15748625,664,2,1,1,0
15727299,445,1,1,1,1
15620204,543,2,1,1,1
15669516,746,2,1,1,0
15736534,742,1,1,1,0
15803457,750,2,1,0,0
15659098,669,1,0,0,0
15603436,594,2,0,1,0
15566292,574,2,0,1,0
15808621,659,2,1,1,0
15580148,750,3,1,0,1
15776231,626,1,1,1,0
15773809,620,2,1,0,0
15649423,580,2,0,1,0
15734886,686,2,1,0,0
15722548,540,1,0,0,0
15650288,634,1,1,0,0
15629448,632,1,1,0,0
15716164,501,1,1,0,0
15807609,650,3,1,0,1
15578977,786,2,1,0,0
15677369,554,1,0,0,0
15804072,701,2,0,0,0
15696859,474,2,0,0,0
15653780,621,1,1,1,0
15721658,672,2,1,1,1
15578761,459,2,1,1,1
15736879,669,2,0,0,0
15571973,776,1,1,0,0
15626742,694,1,1,1,0
15672692,787,2,1,1,0
15673570,580,2,0,1,0
15767432,711,3,1,1,0
15654238,673,1,1,0,0
15612525,499,1,0,0,1
15812750,591,1,1,1,0
15790757,769,2,0,0,0
15723873,657,1,0,0,0
15744607,738,2,1,0,1
15612966,545,1,0,1,1
15784209,497,1,1,1,0
15794278,816,1,1,1,0
15766741,525,1,0,1,0
15661036,725,2,1,0,0
15705639,692,2,1,0,0
15637414,618,1,0,1,0
15716835,546,1,1,1,0
15696231,635,1,1,1,0
15641675,611,3,0,0,1
15670755,650,2,1,1,0
15640059,606,2,1,1,0
15787619,844,1,0,0,0
15587535,450,1,1,0,0
15813034,727,1,1,1,0
15698839,460,2,1,1,0
15790314,649,2,0,1,0
15634245,758,1,1,0,0
15677305,490,1,1,1,0
15661526,815,2,1,0,0
15685997,838,2,1,0,0
15660101,803,2,1,0,0
15637979,664,2,1,0,0
15815364,736,2,1,1,0
15647099,633,1,1,0,0
15625944,664,1,1,1,0
15583212,600,1,1,0,0
15582741,693,1,1,0,1
15637876,663,1,0,0,1
15622750,742,1,1,0,0
15672056,710,3,1,1,1
15812351,710,1,1,0,0
15810864,700,2,0,1,0
15677921,720,2,0,0,1
15724296,684,2,0,0,0
15685329,531,1,0,1,1
15584091,742,2,0,0,1
15640442,717,1,0,0,0
15639314,589,2,0,1,0
15685320,767,1,0,0,0
15789158,636,2,1,0,1
15752137,648,1,1,1,0
15712551,622,1,1,0,1
15628936,692,1,0,0,1
15797227,754,2,1,1,0
15769974,679,1,0,0,0
15737051,639,2,1,0,0
15585595,774,2,0,1,0
15654060,517,2,0,1,0
15745196,571,2,0,0,0
15571221,747,1,1,1,1
15660155,792,1,0,1,0
15605284,688,2,1,1,0
15694366,714,1,0,1,0
15600739,562,2,1,0,0
15653253,704,1,1,1,0
15763431,698,2,1,1,0
15643696,611,2,1,1,0
15707473,850,1,1,0,0
15769504,743,1,1,1,0
15776807,654,1,1,0,0
15686870,761,2,0,0,0
15668747,702,1,0,1,0
15766908,488,1,1,0,0
15570134,683,2,1,1,0
15567367,601,1,0,1,0
15747542,605,2,1,1,0
15762238,671,2,0,1,0
15681554,614,2,1,1,0
15712825,511,2,0,1,0
15640280,850,2,0,1,0
15756026,790,1,0,0,1
15613319,793,1,0,0,0
15798906,628,2,1,1,0
15708917,598,1,1,1,0
15778463,657,1,1,0,0
15699430,618,2,1,0,0
15649992,681,2,0,1,0
15578980,516,2,1,1,0
15775306,421,3,1,1,1
15641655,700,2,0,0,0
15619708,745,2,1,0,0
15734565,696,2,1,0,0
15806438,580,1,0,0,1
15591969,497,1,1,1,0
15747807,720,2,1,0,0
15596939,659,2,1,0,0
15716155,841,1,0,0,0
15765311,642,1,1,0,0
15757811,732,1,0,1,1
15603830,600,2,1,0,0
15660602,464,2,1,1,0
15660535,680,2,1,1,0
15666633,758,2,1,1,0
15596914,630,2,1,1,0
15639788,577,2,1,0,0
15695846,684,2,1,1,0
15726234,708,1,0,1,0
15797964,732,1,1,1,0
15625881,634,2,1,1,0
15780628,633,2,0,0,0
15575883,559,2,1,0,0
15585036,694,2,1,1,0
15589488,686,1,1,1,0
15585888,553,1,0,1,1
15727915,507,1,0,0,0
15707567,732,1,0,0,1
15737792,818,1,0,0,0
15599433,660,1,0,1,0
15672012,773,1,1,0,1
15806983,640,1,1,0,0
15592222,505,1,0,0,0
15608968,714,2,0,0,0
15586959,468,2,1,0,0
15646558,611,1,1,1,0
15725811,705,1,0,1,0
15572265,646,2,1,0,0
15794048,667,2,0,0,1
15677610,511,1,1,1,0
15745012,653,2,1,1,0
15601589,675,2,0,1,0
15686436,523,2,1,0,0
15693864,567,1,1,0,1
15760550,741,2,0,1,0
15686137,456,1,1,1,0
15809087,598,2,1,0,1
15807663,667,1,1,0,1
15809100,548,1,1,0,1
15794916,725,1,1,1,0
15614215,717,2,0,1,0
15805449,594,2,0,0,0
15686983,678,2,0,1,0
15808017,545,2,1,1,0
15756804,636,1,1,0,1
15646810,603,2,1,0,1
15710424,435,1,1,1,0
15799422,535,1,1,1,0
15692750,629,3,1,0,1
15794549,722,2,1,1,0
15803764,561,2,1,0,0
15674840,645,2,0,1,0
15653762,501,1,0,0,0
15581229,502,1,0,1,0
15800228,652,2,1,1,0
15656333,574,1,1,0,0
15697497,518,2,1,1,0
15585362,749,1,1,0,1
15571928,679,3,1,0,1
15785519,565,1,1,0,0
15743007,643,1,1,0,1
15777211,515,1,1,1,0
15721935,521,2,1,1,0
15591711,739,1,1,0,0
15625021,585,2,1,1,0
15702968,733,1,1,1,0
15600462,542,1,0,1,0
15768104,788,1,0,0,0
15780140,435,2,1,1,0
15585255,577,1,1,0,0
15772781,703,3,1,1,1
15669987,728,2,1,0,1
15697000,728,1,1,1,0
15733119,718,2,1,0,0
15782390,621,1,1,0,0
15654700,523,1,1,0,1
15632210,657,1,1,0,0
15642041,727,2,1,0,1
15709737,643,2,0,1,0
15792388,645,1,1,1,0
15786014,568,2,1,0,0
15794580,599,1,0,0,1
15675964,672,1,1,1,1
15814275,685,1,1,1,0
15724848,516,1,1,0,1
15754713,685,1,1,1,0
15693814,806,2,1,0,0
15599660,604,2,1,1,0
15746490,648,1,1,1,0
15566091,545,1,1,0,0
15655961,756,1,1,0,0
15710404,569,1,1,1,0
15775625,596,1,1,0,0
15792328,475,1,1,1,1
15719856,646,1,1,1,0
15593773,784,2,0,0,0
15733114,552,2,1,0,0
15797748,729,2,0,1,0
15743411,609,1,1,0,1
15753337,555,3,1,0,1
15601026,572,1,1,1,0
15658485,785,1,1,1,0
15636731,714,2,1,1,0
15628303,738,1,1,1,0
15633461,639,1,1,1,0
15677135,520,2,1,1,0
15590876,764,1,0,0,0
15790782,661,1,0,0,0
15700476,564,2,1,1,0
15634141,708,2,1,0,0
15737795,512,1,0,1,1
15790299,592,3,1,1,0
15675316,619,2,0,1,0
15613630,775,1,1,1,1
15662100,850,1,0,1,0
15668032,577,1,1,1,0
15599289,724,1,1,0,0
15754084,710,1,1,1,0
15676521,696,2,0,0,0
15804586,376,1,1,0,1
15781465,675,1,1,0,0
15729362,745,1,1,0,0
15709295,697,2,1,1,0
15745324,599,1,1,0,1
15741336,715,1,1,1,1
15783659,659,1,1,1,0
15620981,684,1,0,0,1
15630328,635,2,1,1,0
15785899,789,1,1,0,0
15606149,571,1,0,1,0
15671139,694,1,1,1,0
15660429,665,2,0,1,1
15571002,706,1,0,0,0
15631681,807,2,0,1,0
15731522,771,2,1,1,0
15619529,531,1,0,0,0
15628034,629,1,1,1,0
15686164,850,1,1,1,0
15582797,685,1,1,0,0
15753831,642,1,1,1,0
15731815,529,3,1,0,1
15580956,683,1,1,1,1
15602084,663,1,1,1,0
15589805,563,1,1,1,0
15720893,637,2,0,0,0
15641009,544,1,0,0,0
15605926,649,2,0,1,0
15805955,638,1,1,1,0
15801488,723,2,1,1,0
15605918,635,2,0,0,0
15779711,750,2,0,1,0
15705620,730,2,1,0,0
15685357,750,1,0,1,0
15570060,586,1,1,0,1
15582616,520,2,1,0,0
15799515,652,1,1,0,0
15642937,550,2,1,0,0
15624729,594,1,0,0,0
15566156,749,2,0,0,0
15792360,668,2,1,1,0
15807008,614,1,0,0,1
15704770,773,2,0,1,0
15756475,551,2,1,1,0
15655339,566,1,1,0,0
15613749,569,1,1,0,1
15664521,659,2,1,1,0
15681206,722,1,1,0,1
15745527,655,2,1,0,0
15806926,615,2,1,1,0
15724563,752,2,0,1,0
15782899,661,1,0,0,0
